HKG4KFPA	Glaser_25	Glas. 25
21V1MZ7G	Ms_Diez_A_duodez_9_a	Ms_Diez_A_duodez_9_a
266V67BA	Ms_Diez_A_duodez_9_b	Ms_Diez_A_duodez_9_b
WDXEEX2P	Ms_Diez_A_duodez_9_c	Ms_Diez_A_duodez_9_c
MEG1RR85	Ms_Diez_A_Oct_24	Ms_Diez_A_Oct_24
GG6PVEDU	Ms_Diez_A_Quart_33	Ms_Diez_A_Quart_33
6UYK6YVY	Ms_Diez_A_Oct_101	Ms_Diez_A_Oct_101
XAD9ZHMK	Ms_Diez_A_Oct_159	Ms_Diez_A_Oct_159
C2Z18S5Q	Ms_Ldbg_589	Ms_Ldbg_589
271CWE2U	Ms_Ldbg_820	Ms_Ldbg_820
E1AS9UGP	Ms_or_8°_266	Ms_or_8°_266
B6N2T1YX	Ms_or_fol_266	Ms_or_fol_266
U5RPMH4B	Ms_or_fol_280	Ms_or_fol_280
WUZXBCEK	Ms_or_fol_3058	Ms_or_fol_3058
DVW6P0Q0	Ms_or_oct_19	Ms_or_oct_19
27M0VK06	Ms_or_oct_141	Ms_or_oct_141
CMNQA837	Ms_or_oct_171	Ms_or_oct_171
KZKV8U6F	Ms_or_oct_266	Ms_or_oct_266
C15BY37B	Ms_or_oct_364	Ms_or_oct_364
UM353FC3	Ms_or_oct_438	Ms_or_oct_438
3G24T7MG	Ms_or_oct_2566	Ms_or_oct_2566
NG5152UB	Ms_or_oct_2933	Ms_or_oct_2933
F2AHNT5Y	Ms_or_oct_3386	Ms_or_oct_3386
7W0GW3K8	Ms_or_oct_3448	Ms_or_oct_3448
VGQR4Q9X	Petermann_II_425	Petermann_II_425
PM0ETCHW	Ms_or_PTM_II_264	Ms_or_PTM_II_264
206MUM4V	Ms_or_PTM_II_547	Ms_or_Peterm_II_547
886MFA7R	Ms_or_PTM_II_710	Ms_or_PTM_II_710
XBVW0Z3H	Ms_or_quart_15	Ms_or_quart_15
7RW1GT0Y	Ms_or_quart_145	Ms_or_quart_145
16T5GT7F	Ms_or_fol_282	Ms_or_fol_282
0EXX9UR4	Ms_or_PTM_II_356	Ms_or_PTM_II_356
6UHNZREQ	Ms_or_quart_156	Ms_or_quart_156
QU19Z8Z6	Ms_or_quart_196	Ms_or_quart_196
7EX8U0RB	Ms_or_quart_203	Ms_or_quart_203
YDY9GR68	Ms_or_quart_249	Ms_or_quart_249
GNTVH3K3	Ms_or_quart_1889	Ms_or_quart_1889
715BURUQ	Ms_or_quart_1900	Ms_or_quart_1900
ZD36Y62B	Ms_orient_oct_64	Ms_orient_oct_64
KKP0UZA7	Petermann_I_314	Petermann_I_314
M4AXWKDG	Petermann_I_482	Petermann_I_482
SDK4QFKC	Petermann_I_483	Petermann_I_483
1RA9E2Z9	Petermann_I_712	Petermann_I_712
9MVZVU0G	Sachau_68	Sachau_68
FC4ZXFMG	Sprenger_875	Sprenger_875
19A3CA7D	Sprenger_1101	Sprenger_1101
M0DSVAH3	Sprenger_1462	Sprenger_1462
0AC7KUPC	Sprenger_1654	Sprenger_1654
K0SZEG6M	Sprenger_1842	Sprenger_1842
5165ZNH5	Sprenger_1843	Sprenger_1843
KZT89A9E	Sprenger_1845	Sprenger_1845
N32ZYS2Y	Sprenger_1871	Sprenger_1871
Y3AYGG5T	Sprenger_1879	Sprenger_1879
EP6E7MYS	Sprenger_1913	Sprenger_1913
7SR05Y8D	Sprenger_1965	Sprenger_1965
FR69VMRX	Sprenger_1980	Sprenger_1980
C07DA30X	Wetzstein_II_1140	Wetzstein_II_1140
EC9W16UW	Wetzstein_II_1187	Wetzstein_II_1187
N73DSYX9	Wetzstein_II_1196	Wetzstein_II_1196
7R7XY5M7	Wetzstein_II_1542	Wetzstein_II_1542
42DY7ZT5	Landberg_598	Landberg_598
KS5R3555	Landberg_744	Landberg_744
AKG2H3YC	Diez_A_fol_74	Diez_A_fol_74
G72AAWBY	Ms_or_oct_34	Ms_or_oct_34
ZHEK3CG6	Landberg_846	Landberg_846
2MKTCCKK	Landberg_1050	Landberg_1050
U48FPX8M	Ms_or_fol_161_b	Ms_or_fol_161_b
U6BUF0E7	Ms_or_quart_46	Ms_or_quart_46
MTDDD8KV	Ms_or_quart_115	Ms_or_quart_115
4MS50UNV	Ms_or_quart_186	Ms_or_quart_186
YSEHTM10	Ms_or_quart_281	Ms_or_quart_281
BZZUF6D7	Petermann_I_370	Petermann_I_370
K40PR9TN	Wetzstein_I_91	Wetzstein_I_91
M1SA7E58	Wetzstein_II_1706	Wetzstein_II_1706
Y48HSHEG	Wetzstein_II_1712	Wetzstein_II_1712
UB2ADVH6	Wetzstein_II_1821	Wetzstein_II_1821
487MRC11	Petermann_I_665	Petermann_I_665
HS8C466K	Petermann_I_672	Petermann_I_672
Q7PY03YD	Petermann_II_177	Petermann_II_177
2MED2BS6	Petermann_II_236	Petermann_II_236
RWGBUSFR	Petermann_II_400	Petermann_II_400
5T8CUR4N	Petermann_II_10	Petermann_II_10
17EF3Y6D	Sachau_199	Sachau_199
Y7TDHXGF	Sprenger_461	Sprenger_461
80MYTQVB	Sprenger_1011	Sprenger_1011
HUM5BM6G	Sprenger_1219	Sprenger_1219
NUQCH92X	Adwa al-kawakib[Ahlwardt no.: 5668; Spr. 1834]	Sprenger_1834
TMTZ1PTA	Sprenger_1846	Sprenger_1846
08DS0EYB	Sprenger_1853	Sprenger_1853
MEQZSM5A	Sprenger_1854	Sprenger_1854
UA14BNCE	Sprenger_1865	Sprenger_1865
806WXDUG	Sprenger_1876	Sprenger_1876
W6EC1TWG	Landberg 256	Ldbg 256
WXRM818R	A 28-5	A 28-5
N47WB9QP	A 1075-8	A 1075-8
CQ42NB0T	E 157-15	E 157-15
C3VPZWMM	Tanasee 121	Tanasee 121
N39U8UG0	[Wetzstein_I_177]	Wetzstein_I_177
